model_key,model,label,auroc,ap
bicross_t2i_only,Text-to-image only,No Finding,0.8670167622440168,0.7306272903261996
bicross_t2i_only,Text-to-image only,Pleural Effusion,0.9406787756294195,0.6406423457449636
bicross_t2i_only,Text-to-image only,Pleural Other,0.8586558076220775,0.14559847599877415
bicross_t2i_only,Text-to-image only,Pneumonia,0.878750644557445,0.33841800127513194
bicross_t2i_only,Text-to-image only,Pneumothorax,0.9522374437273796,0.6484461149546944
bicross_t2i_only,Text-to-image only,Support Devices,0.8519775439390064,0.4116786088251075
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Atelectasis,0.9936224640415764,0.9062656943837756
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Cardiomegaly,0.9916236890173531,0.874183988044006
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Consolidation,0.8129102703695739,0.33311490214999223
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Edema,0.9985569782996301,0.9257062209758288
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Enlarged Cardiomediastinum,0.9011487286729292,0.04401154401154401
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Fracture,0.9954735062993012,0.8502376752468664
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Lung Lesion,0.9946882352909295,0.9796644235641915
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Lung Opacity,0.9864836301551841,0.8753410372404318
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,No Finding,0.9627802927170146,0.9124952404866015
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Pleural Effusion,0.9827274088311245,0.9075288889079163
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Pleural Other,0.9949683833100155,0.7847319347319347
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Pneumonia,0.9819654361147124,0.6358640151812154
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Pneumothorax,0.9603891794365538,0.8229677629658152
bicross_with_alignment_loss,Full bidirectional cross-attention + alignment loss,Support Devices,0.9456689102143647,0.8148835863480417
bidirectional_cross_attention,Full bidirectional cross-attention,Atelectasis,0.9935486722567671,0.9159639555887064
bidirectional_cross_attention,Full bidirectional cross-attention,Cardiomegaly,0.9918431919523835,0.8967503336672121
bidirectional_cross_attention,Full bidirectional cross-attention,Consolidation,0.8079790912403962,0.28310390901562216
bidirectional_cross_attention,Full bidirectional cross-attention,Edema,0.9980974440215894,0.8990386942444477
bidirectional_cross_attention,Full bidirectional cross-attention,Enlarged Cardiomediastinum,0.882608010353987,0.07406179771540848
bidirectional_cross_attention,Full bidirectional cross-attention,Fracture,0.994537791870698,0.7946936344085224
bidirectional_cross_attention,Full bidirectional cross-attention,Lung Lesion,0.9958842751777593,0.9816646702496348
bidirectional_cross_attention,Full bidirectional cross-attention,Lung Opacity,0.987034163393027,0.8835693904671752
bidirectional_cross_attention,Full bidirectional cross-attention,No Finding,0.959509290136127,0.9062211285562315
bidirectional_cross_attention,Full bidirectional cross-attention,Pleural Effusion,0.981044111057233,0.8986006886014214
bidirectional_cross_attention,Full bidirectional cross-attention,Pleural Other,0.9944668341863184,0.7293099647266313
bidirectional_cross_attention,Full bidirectional cross-attention,Pneumonia,0.9790280371259228,0.6100797241984366
bidirectional_cross_attention,Full bidirectional cross-attention,Pneumothorax,0.9580558421791358,0.8261281184583357
bidirectional_cross_attention,Full bidirectional cross-attention,Support Devices,0.9499826558670432,0.8092771846612598
