epoch,train_main_loss,train_loss,val_macro_auroc,val_macro_ap,val_macro_f1,val_micro_f1,val_label_accuracy,val_subset_accuracy,val_main_loss,val_loss
1,0.9096071454387852,0.9096071454387852,0.8429673492534593,0.27461524585743713,0.17766623654999242,0.3937677053824363,0.8888311688311689,0.3090909090909091,0.8156711335615678,0.8156711335615678
2,0.7140910143696138,0.7140910143696138,0.8600099603065343,0.30896129176005166,0.2773957710018078,0.40379746835443037,0.8776623376623377,0.3509090909090909,0.7026484660668807,0.7026484660668807
3,0.6454507973820366,0.6454507973820366,0.8855210180249972,0.37010384305255156,0.30989131017345833,0.44843646041250834,0.8923376623376623,0.33454545454545453,0.6737307750095021,0.6737307750095021
4,0.5755988514850777,0.5755988514850777,0.902241277769484,0.413117522194332,0.36944590194573396,0.4510739856801909,0.8805194805194805,0.29818181818181816,0.5871015758947893,0.5871015758947893
5,0.5000723210843577,0.5000723210843577,0.9106556442687737,0.45114531227252336,0.3660513361108272,0.4659022329511165,0.8850649350649351,0.31272727272727274,0.5495642326094887,0.5495642326094887
6,0.44923633892184944,0.44923633892184944,0.9157972840019082,0.46005683778369677,0.4208743225321835,0.5091174325309993,0.9125974025974026,0.38545454545454544,0.5619702183116566,0.5619702183116566
7,0.4082174419265005,0.4082174419265005,0.9198260174932019,0.4726695415495313,0.43774359174156713,0.5230094959824689,0.9151948051948052,0.3618181818181818,0.5691221313043074,0.5691221313043074
8,0.36703305286721893,0.36703305286721893,0.9231126723219069,0.4916452876895117,0.4364706713453876,0.5487603305785124,0.9290909090909091,0.4290909090909091,0.5971176268837669,0.5971176268837669
