epoch,train_main_loss,train_alignment_loss,train_weighted_alignment_loss,train_loss,val_macro_auroc,val_macro_ap,val_macro_f1,val_micro_f1,val_label_accuracy,val_subset_accuracy,val_main_loss,val_alignment_loss,val_weighted_alignment_loss,val_loss
1,0.7707316809953049,0.3165230439774059,0.0316523049891993,0.8023839857739948,0.9128975611757828,0.431576535740716,0.3577309508681857,0.4306442251886245,0.8725974025974026,0.2781818181818182,0.6099667722528631,0.240254352309487,0.0240254354409196,0.6339922074838118
2,0.49139578985406,0.2684828639959601,0.026848286799709,0.5182440764301937,0.9492728547878726,0.6297493512512448,0.4613298693952963,0.5304212168486739,0.921818181818182,0.4309090909090909,0.4551224594766443,0.2443486280874772,0.024434863152829,0.479557321396741
3,0.3276230819343312,0.2309126425607076,0.0230912646389074,0.3507143462763479,0.967048872823404,0.6958736632854114,0.5582294246691987,0.6789473684210526,0.9524675324675324,0.5636363636363636,0.4106545187126506,0.2196220944144509,0.0219622097299857,0.4326167298447002
4,0.2353739583181015,0.2016314229088097,0.0201631425905302,0.2555371000840156,0.9737461022073672,0.7591418128518117,0.6277615028742959,0.6996699669966997,0.9527272727272728,0.4818181818181818,0.4158203589916229,0.1721424328197132,0.0172142435948957,0.4330346045710824
5,0.1804423433897649,0.1721757137487386,0.0172175716961547,0.1976599148064503,0.9782308816488,0.8057265231681854,0.6371757117566543,0.7539267015706806,0.9694805194805196,0.6745454545454546,0.4344693909991871,0.1487636618180708,0.0148763664269989,0.4493457572026686
6,0.1504363815067154,0.1513274564282186,0.015132745870172,0.165569127221546,0.9768046347283844,0.7876650880142647,0.6691632728730269,0.7658402203856749,0.9668831168831168,0.6436363636363637,0.3741369393738833,0.1453219957785173,0.0145321997661482,0.3886691374670376
7,0.1201176170973994,0.1358415879779557,0.0135841590373407,0.1337017761086079,0.9811647994652016,0.839400468849147,0.6747665714149915,0.8166501486620417,0.975974025974026,0.7454545454545455,0.4638225230032747,0.1227798232165249,0.012277982560071,0.4761005064845085
8,0.0973869438224348,0.1323058481617821,0.0132305850851946,0.110617529763459,0.9814646456621516,0.8330544564034218,0.6964544143627106,0.8336673346693386,0.9784415584415584,0.7745454545454545,0.4868167801946401,0.1188957836411216,0.0118895785679871,0.4987063597278161
